Date,High,Low,Open,Close,Volume,Adj Close
2021-02-05,864.77001953125,838.969970703125,845.0,852.22998046875,18566600,852.22998046875
2021-02-08,877.77001953125,854.75,869.6699829101562,863.4199829101562,20161700,863.4199829101562
2021-02-09,859.7999877929688,841.75,855.1199951171875,849.4600219726562,15157700,849.4600219726562
2021-02-10,844.8200073242188,800.02001953125,843.6400146484375,804.8200073242188,36216100,804.8200073242188
2021-02-11,829.8800048828125,801.72998046875,812.4400024414062,811.6599731445312,21622800,811.6599731445312
2021-02-12,817.3300170898438,785.3300170898438,801.260009765625,816.1199951171875,23768300,816.1199951171875
2021-02-16,821.0,792.4400024414062,818.0,796.219970703125,19802300,796.219970703125
2021-02-17,799.8400268554688,762.010009765625,779.0900268554688,798.1500244140625,25996500,798.1500244140625
2021-02-18,794.6900024414062,776.27001953125,780.9000244140625,787.3800048828125,17957100,787.3800048828125
2021-02-19,796.7899780273438,777.3699951171875,795.0,781.2999877929688,18958300,781.2999877929688
2021-02-22,768.5,710.2000122070312,762.6400146484375,714.5,37269700,714.5
2021-02-23,713.6099853515625,619.0,662.1300048828125,698.8400268554688,66606900,698.8400268554688
2021-02-24,745.0,694.1699829101562,711.8499755859375,742.02001953125,36767000,742.02001953125
2021-02-25,737.2100219726562,670.5800170898438,726.1500244140625,682.219970703125,39023900,682.219970703125
2021-02-26,706.7000122070312,659.510009765625,700.0,675.5,41089200,675.5
2021-03-01,719.0,685.0499877929688,690.1099853515625,718.4299926757812,27136200,718.4299926757812
2021-03-02,721.1099853515625,685.0,718.280029296875,686.4400024414062,23732200,686.4400024414062
2021-03-03,700.7000122070312,651.7100219726562,687.989990234375,653.2000122070312,30208000,653.2000122070312
2021-03-04,668.4500122070312,600.0,655.7999877929688,621.4400024414062,65919500,621.4400024414062
2021-03-05,627.8400268554688,539.489990234375,626.0599975585938,597.9500122070312,89396500,597.9500122070312
2021-03-08,620.1300048828125,558.7899780273438,600.5499877929688,563.0,51787000,563.0
2021-03-09,678.0900268554688,595.2100219726562,608.1799926757812,673.5800170898438,67523300,673.5800170898438
2021-03-10,717.8499755859375,655.0599975585938,700.2999877929688,668.0599975585938,60605700,668.0599975585938
2021-03-11,702.5,677.1799926757812,699.4000244140625,699.5999755859375,36253900,699.5999755859375
2021-03-12,694.8800048828125,666.1400146484375,670.0,693.72998046875,33583800,693.72998046875
2021-03-15,713.1799926757812,684.0399780273438,694.0900268554688,707.9400024414062,29335600,707.9400024414062
2021-03-16,707.9199829101562,671.0,703.3499755859375,676.8800048828125,32195700,676.8800048828125
2021-03-17,703.72998046875,651.010009765625,656.8699951171875,701.8099975585938,40372500,701.8099975585938
2021-03-18,689.22998046875,652.0,684.2899780273438,653.1599731445312,33224800,653.1599731445312
2021-03-19,657.22998046875,624.6199951171875,646.5999755859375,654.8699951171875,42894000,654.8699951171875
2021-03-22,699.6199951171875,668.75,684.5900268554688,670.0,39512200,670.0
2021-03-23,677.7999877929688,657.510009765625,675.77001953125,662.1599731445312,30491900,662.1599731445312
2021-03-24,668.02001953125,630.1099853515625,667.9099731445312,630.27001953125,33795200,630.27001953125
2021-03-25,645.5,609.5,613.0,640.3900146484375,39224900,640.3900146484375
2021-03-26,643.8200073242188,599.8900146484375,641.8699951171875,618.7100219726562,33852800,618.7100219726562
2021-03-29,616.47998046875,596.02001953125,615.6400146484375,611.2899780273438,28637000,611.2899780273438
2021-03-30,637.6599731445312,591.010009765625,601.75,635.6199951171875,39432400,635.6199951171875
2021-03-31,672.0,641.1099853515625,646.6199951171875,667.9299926757812,33337300,667.9299926757812
2021-04-01,692.4199829101562,659.4199829101562,688.3699951171875,661.75,35298400,661.75
2021-04-05,708.1599731445312,684.7000122070312,707.7100219726562,691.0499877929688,41842800,691.0499877929688
2021-04-06,696.5499877929688,681.3699951171875,690.2999877929688,691.6199951171875,28271800,691.6199951171875
2021-04-07,691.3800048828125,667.8400268554688,687.0,670.969970703125,26309400,670.969970703125
2021-04-08,689.5499877929688,671.6500244140625,677.3800048828125,683.7999877929688,23924300,683.7999877929688
2021-04-09,680.969970703125,669.4299926757812,677.77001953125,677.02001953125,21437100,677.02001953125
2021-04-12,704.7999877929688,682.0900268554688,685.7000122070312,701.97998046875,29135700,701.97998046875
2021-04-13,763.0,710.6599731445312,712.7000122070312,762.3200073242188,44652800,762.3200073242188
2021-04-14,780.7899780273438,728.030029296875,770.7000122070312,732.22998046875,49017400,732.22998046875
2021-04-15,743.6900024414062,721.3099975585938,743.0999755859375,738.8499755859375,27848900,738.8499755859375
2021-04-16,749.4099731445312,724.5999755859375,728.6500244140625,739.780029296875,27979500,739.780029296875
2021-04-19,725.4000244140625,691.7999877929688,719.5999755859375,714.6300048828125,39686200,714.6300048828125
2021-04-20,737.25,710.6900024414062,717.4199829101562,718.989990234375,35609000,718.989990234375
2021-04-21,744.8400268554688,698.0,704.77001953125,744.1199951171875,31215500,744.1199951171875
2021-04-22,753.77001953125,718.0399780273438,741.5,719.6900024414062,35590300,719.6900024414062
2021-04-23,737.3599853515625,715.4600219726562,719.7999877929688,729.4000244140625,28370000,729.4000244140625
2021-04-26,749.2999877929688,732.6099853515625,741.0,738.2000122070312,31038500,738.2000122070312
2021-04-27,724.0,703.3499755859375,717.9600219726562,704.739990234375,29437000,704.739990234375
2021-04-28,708.5,693.5999755859375,696.4099731445312,694.4000244140625,22271000,694.4000244140625
2021-04-29,702.25,668.5,699.510009765625,677.0,28845400,677.0
2021-04-30,715.469970703125,666.1400146484375,667.5900268554688,709.4400024414062,40758700,709.4400024414062
2021-05-03,706.0,680.5,703.7999877929688,684.9000244140625,27043100,684.9000244140625
2021-05-04,683.4500122070312,657.7000122070312,678.9400024414062,673.5999755859375,29739300,673.5999755859375
2021-05-05,685.2999877929688,667.3400268554688,681.0599975585938,670.9400024414062,21901900,670.9400024414062
2021-05-06,681.02001953125,650.0,680.760009765625,663.5399780273438,27784600,663.5399780273438
2021-05-07,690.0,660.219970703125,665.7999877929688,672.3699951171875,23469200,672.3699951171875
2021-05-10,665.0499877929688,627.6099853515625,664.9000244140625,629.0399780273438,31392400,629.0399780273438
2021-05-11,627.0999755859375,595.5999755859375,599.239990234375,617.2000122070312,46503900,617.2000122070312
2021-05-12,620.4099731445312,586.77001953125,602.489990234375,589.8900146484375,33823600,589.8900146484375
2021-05-13,606.4600219726562,559.6500244140625,601.5399780273438,571.6900024414062,44184900,571.6900024414062
2021-05-14,592.8699951171875,570.4600219726562,583.4099731445312,589.739990234375,33370900,589.739990234375
2021-05-17,589.72998046875,561.2000122070312,575.5499877929688,576.8300170898438,32390400,576.8300170898438
2021-05-18,596.25,563.3800048828125,568.0,577.8699951171875,36830600,577.8699951171875
2021-05-19,566.2100219726562,546.97998046875,552.5499877929688,563.4600219726562,39578400,563.4600219726562
2021-05-20,588.8499755859375,571.0700073242188,575.0,586.780029296875,30821100,586.780029296875
2021-05-21,596.6799926757812,580.0,596.1099853515625,580.8800048828125,26030600,580.8800048828125
2021-05-24,614.47998046875,573.6500244140625,581.5999755859375,606.4400024414062,34558100,606.4400024414062
2021-05-25,613.989990234375,595.7100219726562,607.3099975585938,604.6900024414062,28005900,604.6900024414062
2021-05-26,626.1699829101562,601.5,607.5599975585938,619.1300048828125,28639300,619.1300048828125
2021-05-27,631.1300048828125,616.2100219726562,620.239990234375,630.8499755859375,26370600,630.8499755859375
2021-05-28,635.5900268554688,622.3800048828125,628.5,625.219970703125,22737000,625.219970703125
2021-06-01,633.7999877929688,620.5499877929688,627.7999877929688,623.9000244140625,18084900,623.9000244140625
2021-06-02,623.3599853515625,599.1400146484375,620.1300048828125,605.1199951171875,23302800,605.1199951171875
2021-06-03,604.5499877929688,571.219970703125,601.7999877929688,572.8400268554688,30111900,572.8400268554688
2021-06-04,600.6099853515625,577.2000122070312,579.7100219726562,599.0499877929688,24036900,599.0499877929688
2021-06-07,610.0,582.8800048828125,591.8300170898438,605.1300048828125,22543700,605.1300048828125
2021-06-08,623.0900268554688,595.5,623.010009765625,603.5900268554688,26053400,603.5900268554688
2021-06-09,611.7899780273438,597.6300048828125,602.1699829101562,598.780029296875,16584600,598.780029296875
2021-06-10,616.5900268554688,600.5,603.8800048828125,610.1199951171875,23919600,610.1199951171875
2021-06-11,612.5599975585938,601.52001953125,610.22998046875,609.8900146484375,16205300,609.8900146484375
2021-06-14,625.489990234375,609.1799926757812,612.22998046875,617.6900024414062,20424000,617.6900024414062
2021-06-15,616.7899780273438,598.22998046875,616.6900024414062,599.3599853515625,17764100,599.3599853515625
2021-06-16,608.5,593.5,597.5399780273438,604.8699951171875,22144100,604.8699951171875
2021-06-17,621.469970703125,601.3400268554688,601.8900146484375,616.5999755859375,22701400,616.5999755859375
2021-06-18,628.3499755859375,611.7999877929688,613.3699951171875,623.3099975585938,24560900,623.3099975585938
2021-06-21,631.3900146484375,608.8800048828125,624.47998046875,620.8300170898438,24812700,620.8300170898438
2021-06-22,628.5700073242188,615.5,618.25,623.7100219726562,19158900,623.7100219726562
2021-06-23,657.2000122070312,630.0399780273438,632.0,656.5700073242188,31099200,656.5700073242188
2021-06-24,697.6199951171875,667.6099853515625,674.989990234375,679.8200073242188,45982400,679.8200073242188
2021-06-25,693.8099975585938,668.7000122070312,689.5800170898438,671.8699951171875,32496700,671.8699951171875
2021-06-28,694.7000122070312,670.3200073242188,671.6400146484375,688.719970703125,21628200,688.719970703125
2021-06-29,687.510009765625,675.8900146484375,684.6500244140625,680.760009765625,17381300,680.760009765625
2021-06-30,692.8099975585938,678.1400146484375,679.77001953125,679.7000122070312,18924900,679.7000122070312
2021-07-01,687.989990234375,672.7999877929688,683.9199829101562,677.9199829101562,18634500,677.9199829101562
2021-07-02,700.0,673.260009765625,678.97998046875,678.9000244140625,27054500,678.9000244140625
2021-07-06,684.0,651.4000244140625,681.7100219726562,659.5800170898438,23284500,659.5800170898438
2021-07-07,665.7000122070312,638.3200073242188,664.27001953125,644.6500244140625,18792000,644.6500244140625
2021-07-08,654.4299926757812,620.4600219726562,628.3699951171875,652.8099975585938,22773300,652.8099975585938
2021-07-09,658.9099731445312,644.6900024414062,653.1799926757812,656.9500122070312,18140500,656.9500122070312
2021-07-12,687.239990234375,662.1599731445312,662.2000122070312,685.7000122070312,25927000,685.7000122070312
2021-07-13,693.280029296875,666.2999877929688,686.3200073242188,668.5399780273438,20966100,668.5399780273438
2021-07-14,678.6099853515625,652.8400268554688,670.75,653.3800048828125,21641200,653.3800048828125
2021-07-15,666.1400146484375,637.8800048828125,658.3900146484375,650.5999755859375,20209600,650.5999755859375
2021-07-16,656.7000122070312,642.2000122070312,654.6799926757812,644.219970703125,16371000,644.219970703125
2021-07-19,647.2000122070312,621.2899780273438,629.8900146484375,646.219970703125,21297100,646.219970703125
2021-07-20,662.3900146484375,640.5,651.989990234375,660.5,15487100,660.5
2021-07-21,664.8599853515625,650.2899780273438,659.6099853515625,655.2899780273438,13953300,655.2899780273438
2021-07-22,662.1699829101562,644.5999755859375,656.4400024414062,649.260009765625,15105700,649.260009765625
2021-07-23,648.7999877929688,637.2999877929688,646.3599853515625,643.3800048828125,14604900,643.3800048828125
2021-07-26,668.2000122070312,647.1099853515625,650.969970703125,657.6199951171875,25336600,657.6199951171875
2021-07-27,666.5,627.239990234375,663.4000244140625,644.780029296875,32813300,644.780029296875
2021-07-28,654.969970703125,639.4000244140625,647.0,646.97998046875,16006600,646.97998046875
2021-07-29,683.6900024414062,648.7999877929688,649.7899780273438,677.3499755859375,30394600,677.3499755859375
2021-07-30,697.530029296875,669.0,671.760009765625,687.2000122070312,29600500,687.2000122070312
2021-08-02,726.9400024414062,698.4000244140625,700.0,709.6699829101562,33615800,709.6699829101562
2021-08-03,722.6500244140625,701.010009765625,719.0,709.739990234375,21620300,709.739990234375
2021-08-04,724.9000244140625,708.9299926757812,711.0,710.9199829101562,17002600,710.9199829101562
2021-08-05,720.9500122070312,711.4099731445312,716.0,714.6300048828125,12919600,714.6300048828125
2021-08-06,716.3300170898438,697.6300048828125,711.9000244140625,699.0999755859375,15576200,699.0999755859375
2021-08-09,719.030029296875,705.1300048828125,710.1699829101562,713.760009765625,14715300,713.760009765625
2021-08-10,716.5900268554688,701.8800048828125,713.989990234375,709.989990234375,13432300,709.989990234375
2021-08-11,715.1799926757812,704.2100219726562,712.7100219726562,707.8200073242188,9800600,707.8200073242188
2021-08-12,722.7999877929688,699.4000244140625,706.3400268554688,722.25,17459100,722.25
2021-08-13,729.9000244140625,714.3400268554688,723.7100219726562,717.1699829101562,16698900,717.1699829101562
2021-08-16,709.5,676.4000244140625,705.0700073242188,686.1699829101562,22677400,686.1699829101562
2021-08-17,674.5800170898438,648.8400268554688,672.6599731445312,665.7100219726562,23721300,665.7100219726562
2021-08-18,695.77001953125,669.3499755859375,669.75,688.989990234375,20349400,688.989990234375
2021-08-19,686.5499877929688,667.5900268554688,678.2100219726562,673.469970703125,14313500,673.469970703125
2021-08-20,692.1300048828125,673.7000122070312,682.8499755859375,680.260009765625,14781800,680.260009765625
2021-08-23,712.1300048828125,680.75,685.4400024414062,706.2999877929688,20264900,706.2999877929688
2021-08-24,715.219970703125,702.6400146484375,710.6799926757812,708.489990234375,13083100,708.489990234375
2021-08-25,716.969970703125,704.0,707.030029296875,711.2000122070312,12645600,711.2000122070312
2021-08-26,715.4000244140625,697.6199951171875,708.3099975585938,701.1599731445312,13214300,701.1599731445312
2021-08-27,715.0,702.0999755859375,705.0,711.9199829101562,13762100,711.9199829101562
2021-08-30,731.0,712.72998046875,714.719970703125,730.9099731445312,18604200,730.9099731445312
2021-08-31,740.3900146484375,726.4400024414062,733.0,735.719970703125,20855400,735.719970703125
2021-09-01,741.989990234375,731.27001953125,734.0800170898438,734.0900268554688,13204300,734.0900268554688
2021-09-02,740.969970703125,730.5399780273438,734.5,732.3900146484375,12777300,732.3900146484375
2021-09-03,734.0,724.2000122070312,732.25,733.5700073242188,15246100,733.5700073242188
2021-09-07,760.2000122070312,739.260009765625,740.0,752.9199829101562,20039800,752.9199829101562
2021-09-08,764.4500122070312,740.77001953125,761.5800170898438,753.8699951171875,18793000,753.8699951171875
2021-09-09,762.0999755859375,751.6300048828125,753.4099731445312,754.8599853515625,14077700,754.8599853515625
2021-09-10,762.6099853515625,734.52001953125,759.5999755859375,736.27001953125,15114300,736.27001953125
2021-09-13,744.780029296875,708.8499755859375,740.2100219726562,743.0,22952500,743.0
2021-09-14,754.469970703125,736.4000244140625,742.5700073242188,744.489990234375,18524900,744.489990234375
2021-09-15,756.8599853515625,738.3599853515625,745.0,755.8300170898438,15357700,755.8300170898438
2021-09-16,758.9099731445312,747.6099853515625,752.8300170898438,756.989990234375,13923400,756.989990234375
2021-09-17,761.0399780273438,750.0,757.1500244140625,759.489990234375,28204200,759.489990234375
2021-09-20,742.0,718.6199951171875,734.5599975585938,730.1699829101562,24757700,730.1699829101562
2021-09-21,744.739990234375,730.4400024414062,734.7899780273438,739.3800048828125,16330700,739.3800048828125
2021-09-22,753.6699829101562,739.1199951171875,743.530029296875,751.9400024414062,15126300,751.9400024414062
2021-09-23,758.2000122070312,747.9199829101562,755.0,753.6400146484375,11947500,753.6400146484375
2021-09-24,774.7999877929688,744.5599975585938,745.8900146484375,774.3900146484375,21373000,774.3900146484375
2021-09-27,799.0,769.3099975585938,773.1199951171875,791.3599853515625,28070700,791.3599853515625
2021-09-28,795.6400146484375,766.1799926757812,787.2000122070312,777.5599975585938,25381400,777.5599975585938
2021-09-29,793.5,770.6799926757812,779.7999877929688,781.3099975585938,20942900,781.3099975585938
2021-09-30,789.1300048828125,775.0,781.0,775.47998046875,17956000,775.47998046875
2021-10-01,780.780029296875,763.5900268554688,778.4000244140625,775.219970703125,17031400,775.219970703125
2021-10-04,806.969970703125,776.1199951171875,796.5,781.530029296875,30483300,781.530029296875
2021-10-05,797.3099975585938,774.2000122070312,784.7999877929688,780.5900268554688,18432600,780.5900268554688
2021-10-06,786.6599731445312,773.219970703125,776.2000122070312,782.75,14632800,782.75
2021-10-07,805.0,783.3800048828125,785.4600219726562,793.6099853515625,19195800,793.6099853515625
2021-10-08,796.3800048828125,780.9099731445312,796.2100219726562,785.489990234375,16711100,785.489990234375
2021-10-11,801.239990234375,785.5,787.6500244140625,791.9400024414062,14200300,791.9400024414062
2021-10-12,812.3200073242188,796.5700073242188,800.9299926757812,805.719970703125,22020000,805.719970703125
2021-10-13,815.4099731445312,805.780029296875,810.469970703125,811.0800170898438,14120100,811.0800170898438
2021-10-14,820.25,813.3499755859375,815.489990234375,818.3200073242188,12247200,818.3200073242188
2021-10-15,843.2100219726562,822.3499755859375,823.739990234375,843.030029296875,18818000,843.030029296875
2021-10-18,875.260009765625,851.469970703125,851.7899780273438,870.1099853515625,24207200,870.1099853515625
2021-10-19,877.9500122070312,862.510009765625,877.530029296875,864.27001953125,17381100,864.27001953125
2021-10-20,869.489990234375,857.3800048828125,865.3499755859375,865.7999877929688,14032100,865.7999877929688
2021-10-21,900.0,855.5,856.0,894.0,31481500,894.0
2021-10-22,910.0,890.9600219726562,895.5,909.6799926757812,22880800,909.6799926757812
2021-10-25,1045.02001953125,944.2000122070312,950.530029296875,1024.8599853515625,62852100,1024.8599853515625
2021-10-26,1094.93994140625,1001.4400024414062,1024.68994140625,1018.4299926757812,62415000,1018.4299926757812
2021-10-27,1070.8800048828125,1030.780029296875,1039.6600341796875,1037.8599853515625,38526500,1037.8599853515625
2021-10-28,1081.0,1054.199951171875,1068.31005859375,1077.0400390625,27213200,1077.0400390625
2021-10-29,1115.2099609375,1073.2099609375,1081.8599853515625,1114.0,29918400,1114.0
2021-11-01,1209.75,1118.6600341796875,1145.0,1208.5899658203125,56048700,1208.5899658203125
2021-11-02,1208.5899658203125,1146.0,1159.3599853515625,1172.0,42737800,1172.0
2021-11-03,1215.3900146484375,1152.6199951171875,1177.3299560546875,1213.8599853515625,34628500,1213.8599853515625
2021-11-04,1243.489990234375,1217.0,1234.4100341796875,1229.9100341796875,25397400,1229.9100341796875
2021-11-05,1239.8699951171875,1208.0,1228.0,1222.0899658203125,21579900,1222.0899658203125
2021-11-08,1197.0,1133.0,1149.7900390625,1162.93994140625,33445700,1162.93994140625
2021-11-09,1174.5,1011.52001953125,1173.5999755859375,1023.5,59105800,1023.5
2021-11-10,1078.0999755859375,987.3099975585938,1010.4099731445312,1067.949951171875,42802700,1067.949951171875
2021-11-11,1104.969970703125,1054.6800537109375,1102.77001953125,1063.510009765625,22396600,1063.510009765625
2021-11-12,1054.5,1019.2000122070312,1047.5,1033.4200439453125,25182300,1033.4200439453125
2021-11-15,1031.97998046875,978.5999755859375,1017.6300048828125,1013.3900146484375,34775600,1013.3900146484375
2021-11-16,1057.199951171875,1002.1799926757812,1003.3099975585938,1054.72998046875,26542400,1054.72998046875
2021-11-17,1119.6400146484375,1055.5,1063.510009765625,1089.010009765625,31445400,1089.010009765625
2021-11-18,1112.0,1075.02001953125,1106.550048828125,1096.3800048828125,20898900,1096.3800048828125
2021-11-19,1138.719970703125,1092.699951171875,1098.8699951171875,1137.06005859375,21642300,1137.06005859375
2021-11-22,1201.949951171875,1132.4300537109375,1162.3299560546875,1156.8699951171875,33072500,1156.8699951171875
2021-11-23,1180.5,1062.699951171875,1167.510009765625,1109.030029296875,36171700,1109.030029296875
2021-11-24,1132.77001953125,1062.0,1080.3900146484375,1116.0,22560200,1116.0
2021-11-26,1108.780029296875,1081.0,1099.469970703125,1081.9200439453125,11680900,1081.9200439453125
2021-11-29,1142.6700439453125,1100.18994140625,1100.989990234375,1136.989990234375,19464500,1136.989990234375
2021-11-30,1168.0,1118.0,1144.3699951171875,1144.760009765625,27092000,1144.760009765625
2021-12-01,1172.8399658203125,1090.760009765625,1160.699951171875,1095.0,22816800,1095.0
2021-12-02,1113.0,1056.6500244140625,1099.06005859375,1084.5999755859375,24371600,1084.5999755859375
2021-12-03,1090.5799560546875,1000.2100219726562,1084.7900390625,1014.969970703125,30696300,1014.969970703125
2021-12-06,1021.6400146484375,950.5,1001.510009765625,1009.010009765625,27221000,1009.010009765625
2021-12-07,1057.6700439453125,1026.81005859375,1044.199951171875,1051.75,18694900,1051.75
2021-12-08,1072.3800048828125,1033.0,1052.7099609375,1068.9599609375,13968800,1068.9599609375
2021-12-09,1062.489990234375,1002.3599853515625,1060.6400146484375,1003.7999877929688,19812800,1003.7999877929688
2021-12-10,1020.97998046875,982.530029296875,1008.75,1017.030029296875,19855000,1017.030029296875
2021-12-13,1005.0,951.4199829101562,1001.0900268554688,966.4099731445312,26198500,966.4099731445312
2021-12-14,966.4099731445312,930.0,945.0,958.510009765625,23602100,958.510009765625
2021-12-15,978.75,928.25,953.2100219726562,975.989990234375,25056400,975.989990234375
2021-12-16,994.97998046875,921.8499755859375,994.5,926.9199829101562,27590500,926.9199829101562
2021-12-17,960.6599731445312,909.0399780273438,914.77001953125,932.5700073242188,33479100,932.5700073242188
2021-12-20,921.6900024414062,893.3900146484375,910.7000122070312,899.9400024414062,18826700,899.9400024414062
2021-12-21,939.5,886.1199951171875,916.8699951171875,938.530029296875,23839300,938.530029296875
2021-12-22,1015.6599731445312,957.0499877929688,965.6599731445312,1008.8699951171875,31211400,1008.8699951171875
2021-12-23,1072.97998046875,997.5599975585938,1006.7999877929688,1067.0,30904400,1067.0
2021-12-27,1117.0,1070.719970703125,1073.6700439453125,1093.93994140625,23715300,1093.93994140625
2021-12-28,1119.0,1078.4200439453125,1109.489990234375,1088.469970703125,20108000,1088.469970703125
2021-12-29,1104.0,1064.1400146484375,1098.6400146484375,1086.18994140625,18718000,1086.18994140625
2021-12-30,1095.550048828125,1053.1500244140625,1061.3299560546875,1070.3399658203125,15680300,1070.3399658203125
2021-12-31,1082.0,1054.5899658203125,1073.43994140625,1056.780029296875,13577900,1056.780029296875
2022-01-03,1201.0699462890625,1136.0400390625,1147.75,1199.780029296875,34643800,1199.780029296875
2022-01-04,1208.0,1123.050048828125,1189.550048828125,1149.5899658203125,33416100,1149.5899658203125
2022-01-05,1170.3399658203125,1081.010009765625,1146.6500244140625,1088.1199951171875,26706600,1088.1199951171875
2022-01-06,1088.0,1020.5,1077.0,1064.699951171875,30112200,1064.699951171875
2022-01-07,1080.9300537109375,1010.0,1080.3699951171875,1026.9599609375,27919000,1026.9599609375
2022-01-10,1059.0999755859375,980.0,1000.0,1058.1199951171875,30605000,1058.1199951171875
2022-01-11,1075.8499755859375,1038.8199462890625,1053.6700439453125,1064.4000244140625,22021100,1064.4000244140625
2022-01-12,1114.8399658203125,1072.5899658203125,1078.8499755859375,1106.219970703125,27913000,1106.219970703125
2022-01-13,1115.5999755859375,1026.5400390625,1109.0699462890625,1031.56005859375,32403300,1031.56005859375
2022-01-14,1052.0,1013.3800048828125,1019.8800048828125,1049.6099853515625,24246600,1049.6099853515625
2022-01-18,1070.7900390625,1016.0599975585938,1026.6099853515625,1030.510009765625,22247800,1030.510009765625
2022-01-19,1054.6700439453125,995.0,1041.7099609375,995.6500244140625,25147500,995.6500244140625
2022-01-20,1041.6600341796875,994.0,1009.72998046875,996.27001953125,23496200,996.27001953125
2022-01-21,1004.5499877929688,940.5,996.3400268554688,943.9000244140625,34472000,943.9000244140625
2022-01-24,933.510009765625,851.469970703125,904.760009765625,930.0,50521900,930.0
2022-01-25,951.260009765625,903.2100219726562,914.2000122070312,918.4000244140625,28865300,918.4000244140625
2022-01-26,987.6900024414062,906.0,952.4299926757812,937.4099731445312,34955800,937.4099731445312
2022-01-27,935.3900146484375,829.0,933.3599853515625,829.0999755859375,49036500,829.0999755859375
2022-01-28,857.5,792.010009765625,831.5599975585938,846.3499755859375,44929700,846.3499755859375
2022-01-31,937.989990234375,862.0499877929688,872.7100219726562,936.719970703125,34812000,936.719970703125
2022-02-01,943.7000122070312,905.0,935.2100219726562,931.25,24379400,931.25
2022-02-02,931.5,889.4099731445312,928.1799926757812,905.6599731445312,22264300,905.6599731445312
2022-02-03,937.0,880.52001953125,882.0,891.1400146484375,26285200,891.1400146484375
2022-02-04,936.5,881.1699829101562,897.219970703125,923.3200073242188,24472600,923.3200073242188
2022-02-07,947.77001953125,902.7100219726562,923.7899780273438,907.3400268554688,20331500,907.3400268554688
2022-02-08,926.2899780273438,894.7999877929688,905.530029296875,922.0,16909700,922.0
2022-02-09,946.27001953125,920.0,935.0,932.0,17419800,932.0
2022-02-10,943.8099975585938,896.7000122070312,908.3699951171875,904.5499877929688,22042300,904.5499877929688
2022-02-11,915.9600219726562,850.7000122070312,909.6300048828125,860.0,26492700,860.0
2022-02-14,898.8800048828125,853.1500244140625,861.5700073242188,875.760009765625,22585500,875.760009765625
2022-02-15,923.0,893.3800048828125,900.0,922.4299926757812,19216500,922.4299926757812
2022-02-16,926.4299926757812,901.2100219726562,914.0499877929688,923.3900146484375,17098100,923.3900146484375
2022-02-17,918.5,874.0999755859375,913.260009765625,876.3499755859375,18392800,876.3499755859375
2022-02-18,886.8699951171875,837.6099853515625,886.0,856.97998046875,22710500,856.97998046875
2022-02-22,856.72998046875,801.0999755859375,834.1300048828125,821.530029296875,27762700,821.530029296875
2022-02-23,835.2999877929688,760.5599975585938,830.4299926757812,764.0399780273438,31752300,764.0399780273438
2022-02-24,802.47998046875,700.0,700.3900146484375,800.77001953125,45107400,800.77001953125
2022-02-25,819.5,782.4000244140625,809.22998046875,809.8699951171875,25309500,809.8699951171875
